ID da Pesquisa,Contact ID,Status,Pergunta,Resposta
1,7e57e233fab0d227ad16,Complete,Me sinto confiante em ser eu mesmo(a) no trabalho.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,As pessoas se sentem à vontade para expressar opiniões no trabalho.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,"Quando uma pessoa comete um erro, ele muitas vezes é usado contra ela.","Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,A entidade se importa com meu bem-estar.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,Estou satisfeito(a) com os benefícios oferecidos pela entidade.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,Sinto que minha equipe tem o número de pessoas necessário para executar as atividades.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,A entidade fornece momentos de confraternização e conexão entre os funcionários(as).,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,"Tenho confiança que em casos de denúncias (assédio moral, assédio sexual e questões éticas) a entidade irá atuar de maneira adequada.","Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,"Recebo as ferramentas (internet, equipamentos, programas) necessárias para executar meu trabalho.","Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,Estou satisfeito(a) com as oportunidades de desenvolvimento oferecidas pela entidade.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,Estou satisfeito(a) com as oportunidades de progressão de carreira oferecidas pela entidade.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,"Você sinalizou não receber as ferramentas necessárias para executar o seu trabalho. Selecione até três motivos, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",Falta clareza sobre como solicitar as ferramentas de trabalho. (Rank: 1)
1,7e57e233fab0d227ad16,Complete,"Você informou que não está completamente satisfeito(a) com as oportunidades de desenvolvimento oferecidas pela entidade. Selecione até três motivos que motivaram sua resposta, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",Faltam processos de apoio ao desenvolvimento e atualização profissional. (Rank: 1)
1,7e57e233fab0d227ad16,Complete,"Você sinalizou que quando uma pessoa comete um erro, ele muitas vezes é usado contra ela. Selecione quem são os principais responsáveis por isso, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.","Alta Liderança (Diretores, superintendentes, Board, etc). (Rank: 1)"
1,7e57e233fab0d227ad16,Complete,"Você informou que as pessoas não se sentem à vontadade para expressar opiniões no trabalho. Selecione até três motivos, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",Receio de sofrer retaliações por parte da minha liderança direta. (Rank: 1)
1,7e57e233fab0d227ad16,Complete,Os critérios para promoção são aplicados da mesma forma em diferentes áreas da entidade.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,Os funcionários(as) são reconhecidos de maneira proporcional ao resultado que entregam.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,A entidade tem dificuldade para desligar os funcionários(as) que possuem baixo desempenho.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,Eu recebo reconhecimento não financeiro pelo meu trabalho.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,"Você sinalizou não concordar que funcionários(as) são reconhecidos de maneira proporcional ao resultado que entregam. Selecione até 3 motivos, sendo 1 para o mais importante, 2 para o segundo e 3 para o terceiro mais importante.",Distribuição de metas não é igual para todos. (Rank: 1)
1,7e57e233fab0d227ad16,Complete,A minha liderança direta distribui as tarefas adequadamente.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,A minha liderança direta valoriza quando faço um bom trabalho.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,Minha liderança direta tem capacidade técnica suficiente para exercer a sua função.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,As ações da minha liderança direta são coerentes com suas falas.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,Minha liderança direta é preocupada com o bem-estar da equipe.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,Estou satisfeito(a) com os feedbacks que recebo da minha liderança direta.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,A minha liderança direta sabe como gerenciar pessoas.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,"Você informou que não está completamente satisfeito(a) com os feedbacks que recebe da sua liderança direta. Selecione até três motivos que motivaram sua resposta, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",Frequência dos feedbacks. (Rank: 1)
1,7e57e233fab0d227ad16,Complete,"Você não concordou que sua liderança direta sabe como gerenciar pessoas. Selecione até 3 motivos sendo 1 para o mais importante, 2 para o segundo e 3 para o terceiro mais importante",Exerce controle excessivo sobre o trabalho da equipe (microgerenciamento). (Rank: 2)
1,7e57e233fab0d227ad16,Complete,Sinto que a entidade respeita meu horário de trabalho.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,Sinto que as demandas são sempre urgentes.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,É possível cumprir minha demanda de trabalho sem trabalhar horas extras.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,Sinto que o volume de trabalho é saudável.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,A entidade se preocupa com diversidade de forma genuína.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,Sinto que a entidade agirá de forma justa caso haja discriminação dentro do trabalho.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,"Todos recebem as mesmas oportunidades, independente do gênero, raça, orientação sexual ou deficiência.","Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,A entidade coloca o cliente sempre em primeiro lugar.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,A entidade busca constantemente inovar.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,A entidade tem políticas e procedimentos para garantir transparência nas operações.,"Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,"Você informou que, de certa forma, o volume de trabalho não é saudável. Selecione os três principais motivos, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",O time é menor que o necessário para atender a demanda. (Rank: 1)
1,7e57e233fab0d227ad16,Complete,"Percebo que a alta liderança (Diretores, superintendentes, Board, etc) tem um planejamento claro para a entidade.","Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,"Eu confio na minha alta liderança (Diretores, superintendentes, Board, etc).","Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,"A alta liderança (Diretores, superintendentes, Board, etc) se preocupa com o que os funcionários(as) pensam e sentem.","Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,"A alta liderança (Diretores, superintendentes, Board, etc) é aberta para ouvir os funcionários(as) da equipe.","Não concordo, nem discordo"
1,7e57e233fab0d227ad16,Complete,Com qual orientação sexual você se identifica?,Heterossexual
1,7e57e233fab0d227ad16,Complete,Qual a sua cor ou raça?,Branca
1,7e57e233fab0d227ad16,Complete,Com qual gênero você se identifica?,Masculino
1,7e57e233fab0d227ad16,Complete,"Por favor, use o espaço abaixo para comentar sobre qualquer assunto que você considera que não foi abordado na pesquisa ou que você gostaria que fosse mais aprofundado. Aqui você também pode descrever melhor alguma das suas respostas. Esse comentário é opcional.",[Sem resposta fornecida]
2,d043d9cb23067eae2df8,Complete,Eu me sinto entusiasmado(a) com o meu trabalho.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Eu me sinto cheio(a) de energia para trabalhar.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Eu me sinto emocionalmente esgotado(a) ao final do dia de trabalho.,Discordo totalmente
2,d043d9cb23067eae2df8,Complete,Consigo me manter concentrado(a) nas atividades de trabalho.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Eu me sinto animado(a) para ir trabalhar.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Sinto que o tempo passa rápido quando estou trabalhando.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Eu me sinto bem com o meu trabalho.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Fico desanimado(a) quando estou trabalhando.,Discordo totalmente
2,d043d9cb23067eae2df8,Complete,Tenho autonomia para priorizar as demandas que chegam para mim.,Concordo parcialmente
2,d043d9cb23067eae2df8,Complete,Tenho pouca autoridade para decidir como executar meu trabalho.,Discordo totalmente
2,d043d9cb23067eae2df8,Complete,"Tenho liberdade para propor e aplicar melhorias no meu trabalho,  conforme o nível de responsabilidade do meu cargo.",Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Me identifico com os valores da entidade.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Sinto que o meu trabalho contribui significativamente para a entidade.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Sou envolvido(a) nas decisões da entidade em que minha opinião é relevante.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Tenho orgulho de trabalhar na entidade.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,"Tenho liberdade para resolver problemas no trabalho da forma que eu achar necessário, conforme o nível de responsabilidade do meu cargo.",Concordo totalmente
2,d043d9cb23067eae2df8,Complete,"Você sinalizou não ter liberdade para propor e aplicar melhorias no seu trabalho. Selecione até três motivos, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",[Sem resposta fornecida]
2,d043d9cb23067eae2df8,Complete,Entendo o porquê da priorização das tarefas que executo.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Tenho clareza de quais são os critérios em que minha performance será avaliada.,"Não concordo, nem discordo"
2,d043d9cb23067eae2df8,Complete,Tenho clareza dos processos das outras áreas da entidade.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Tenho clareza dos processos internos da entidade que impactam o meu trabalho.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Tenho clareza de quais são os objetivos estratégicos da entidade.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,A priorização de atividades é bem alinhada entre áreas.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Sinto que minha área não é respeitada pelas demais áreas da entidade.,Discordo totalmente
2,d043d9cb23067eae2df8,Complete,Sinto que as áreas competem entre si. ,Discordo totalmente
2,d043d9cb23067eae2df8,Complete,Há muita competitividade entre meus colegas de trabalho.,Discordo totalmente
2,d043d9cb23067eae2df8,Complete,Eu tenho oportunidade de construir amizades em meu trabalho.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Meus colegas de trabalho se preocupam comigo.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Meus colegas e eu respeitamos uns aos outros.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Meus colegas me ajudam no meu trabalho.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Sinto que meus colegas menosprezam minhas opiniões.,Discordo totalmente
2,d043d9cb23067eae2df8,Complete,Sinto que minhas opiniões são ouvidas.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,As pessoas se sentem confortáveis para discutir sobre problemas do trabalho.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Me sinto confiante em ser eu mesmo(a) no trabalho.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,As pessoas se sentem à vontade para expressar opiniões no trabalho.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,"Quando uma pessoa comete um erro, ele muitas vezes é usado contra ela.",Discordo totalmente
2,d043d9cb23067eae2df8,Complete,A entidade se importa com meu bem-estar.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Estou satisfeito(a) com os benefícios oferecidos pela entidade.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Sinto que minha equipe tem o número de pessoas necessário para executar as atividades.,Discordo parcialmente
2,d043d9cb23067eae2df8,Complete,A entidade fornece momentos de confraternização e conexão entre os funcionários(as).,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,"Tenho confiança que em casos de denúncias (assédio moral, assédio sexual e questões éticas) a entidade irá atuar de maneira adequada.",Concordo totalmente
2,d043d9cb23067eae2df8,Complete,"Recebo as ferramentas (internet, equipamentos, programas) necessárias para executar meu trabalho.",Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Estou satisfeito(a) com as oportunidades de desenvolvimento oferecidas pela entidade.,Concordo parcialmente
2,d043d9cb23067eae2df8,Complete,Estou satisfeito(a) com as oportunidades de progressão de carreira oferecidas pela entidade.,"Não concordo, nem discordo"
2,d043d9cb23067eae2df8,Complete,"Você sinalizou não receber as ferramentas necessárias para executar o seu trabalho. Selecione até três motivos, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",[Sem resposta fornecida]
2,d043d9cb23067eae2df8,Complete,"Você informou que não está completamente satisfeito(a) com as oportunidades de desenvolvimento oferecidas pela entidade. Selecione até três motivos que motivaram sua resposta, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",[Sem resposta fornecida]
2,d043d9cb23067eae2df8,Complete,"Você sinalizou que quando uma pessoa comete um erro, ele muitas vezes é usado contra ela. Selecione quem são os principais responsáveis por isso, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",[Sem resposta fornecida]
2,d043d9cb23067eae2df8,Complete,"Você informou que as pessoas não se sentem à vontadade para expressar opiniões no trabalho. Selecione até três motivos, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",[Sem resposta fornecida]
2,d043d9cb23067eae2df8,Complete,Os critérios para promoção são aplicados da mesma forma em diferentes áreas da entidade.,"Não concordo, nem discordo"
2,d043d9cb23067eae2df8,Complete,Os funcionários(as) são reconhecidos de maneira proporcional ao resultado que entregam.,"Não concordo, nem discordo"
2,d043d9cb23067eae2df8,Complete,A entidade tem dificuldade para desligar os funcionários(as) que possuem baixo desempenho.,Discordo totalmente
2,d043d9cb23067eae2df8,Complete,Eu recebo reconhecimento não financeiro pelo meu trabalho.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,"Você sinalizou não concordar que funcionários(as) são reconhecidos de maneira proporcional ao resultado que entregam. Selecione até 3 motivos, sendo 1 para o mais importante, 2 para o segundo e 3 para o terceiro mais importante.",Os processos de reconhecimento dos funcionários(as) não são seguidos. (Rank: 3)
2,d043d9cb23067eae2df8,Complete,A minha liderança direta distribui as tarefas adequadamente.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,A minha liderança direta valoriza quando faço um bom trabalho.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Minha liderança direta tem capacidade técnica suficiente para exercer a sua função.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,As ações da minha liderança direta são coerentes com suas falas.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Minha liderança direta é preocupada com o bem-estar da equipe.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Estou satisfeito(a) com os feedbacks que recebo da minha liderança direta.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,A minha liderança direta sabe como gerenciar pessoas.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,"Você informou que não está completamente satisfeito(a) com os feedbacks que recebe da sua liderança direta. Selecione até três motivos que motivaram sua resposta, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",[Sem resposta fornecida]
2,d043d9cb23067eae2df8,Complete,"Você não concordou que sua liderança direta sabe como gerenciar pessoas. Selecione até 3 motivos sendo 1 para o mais importante, 2 para o segundo e 3 para o terceiro mais importante",[Sem resposta fornecida]
2,d043d9cb23067eae2df8,Complete,Sinto que a entidade respeita meu horário de trabalho.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Sinto que as demandas são sempre urgentes.,"Não concordo, nem discordo"
2,d043d9cb23067eae2df8,Complete,É possível cumprir minha demanda de trabalho sem trabalhar horas extras.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Sinto que o volume de trabalho é saudável.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,A entidade se preocupa com diversidade de forma genuína.,"Não concordo, nem discordo"
2,d043d9cb23067eae2df8,Complete,Sinto que a entidade agirá de forma justa caso haja discriminação dentro do trabalho.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,"Todos recebem as mesmas oportunidades, independente do gênero, raça, orientação sexual ou deficiência.",Concordo totalmente
2,d043d9cb23067eae2df8,Complete,A entidade coloca o cliente sempre em primeiro lugar.,"Não concordo, nem discordo"
2,d043d9cb23067eae2df8,Complete,A entidade busca constantemente inovar.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,A entidade tem políticas e procedimentos para garantir transparência nas operações.,Concordo totalmente
2,d043d9cb23067eae2df8,Complete,"Você informou que, de certa forma, o volume de trabalho não é saudável. Selecione os três principais motivos, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",[Sem resposta fornecida]
2,d043d9cb23067eae2df8,Complete,"Percebo que a alta liderança (Diretores, superintendentes, Board, etc) tem um planejamento claro para a entidade.",Concordo totalmente
2,d043d9cb23067eae2df8,Complete,"Eu confio na minha alta liderança (Diretores, superintendentes, Board, etc).",Concordo totalmente
2,d043d9cb23067eae2df8,Complete,"A alta liderança (Diretores, superintendentes, Board, etc) se preocupa com o que os funcionários(as) pensam e sentem.",Concordo totalmente
2,d043d9cb23067eae2df8,Complete,"A alta liderança (Diretores, superintendentes, Board, etc) é aberta para ouvir os funcionários(as) da equipe.",Concordo totalmente
2,d043d9cb23067eae2df8,Complete,Com qual orientação sexual você se identifica?,Heterossexual
2,d043d9cb23067eae2df8,Complete,Qual a sua cor ou raça?,Parda
2,d043d9cb23067eae2df8,Complete,Com qual gênero você se identifica?,Masculino
2,d043d9cb23067eae2df8,Complete,"Por favor, use o espaço abaixo para comentar sobre qualquer assunto que você considera que não foi abordado na pesquisa ou que você gostaria que fosse mais aprofundado. Aqui você também pode descrever melhor alguma das suas respostas. Esse comentário é opcional.",[Sem resposta fornecida]
3,c6bb6df0d4f7345e7a13,Complete,Eu me sinto entusiasmado(a) com o meu trabalho.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Eu me sinto cheio(a) de energia para trabalhar.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Eu me sinto emocionalmente esgotado(a) ao final do dia de trabalho.,Discordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Consigo me manter concentrado(a) nas atividades de trabalho.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Eu me sinto animado(a) para ir trabalhar.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Sinto que o tempo passa rápido quando estou trabalhando.,Concordo parcialmente
3,c6bb6df0d4f7345e7a13,Complete,Eu me sinto bem com o meu trabalho.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Fico desanimado(a) quando estou trabalhando.,Discordo parcialmente
3,c6bb6df0d4f7345e7a13,Complete,Tenho autonomia para priorizar as demandas que chegam para mim.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Tenho pouca autoridade para decidir como executar meu trabalho.,Discordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,"Tenho liberdade para propor e aplicar melhorias no meu trabalho,  conforme o nível de responsabilidade do meu cargo.",Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Me identifico com os valores da entidade.,Concordo parcialmente
3,c6bb6df0d4f7345e7a13,Complete,Sinto que o meu trabalho contribui significativamente para a entidade.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Sou envolvido(a) nas decisões da entidade em que minha opinião é relevante.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Tenho orgulho de trabalhar na entidade.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,"Tenho liberdade para resolver problemas no trabalho da forma que eu achar necessário, conforme o nível de responsabilidade do meu cargo.",Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,"Você sinalizou não ter liberdade para propor e aplicar melhorias no seu trabalho. Selecione até três motivos, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",[Sem resposta fornecida]
3,c6bb6df0d4f7345e7a13,Complete,Entendo o porquê da priorização das tarefas que executo.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Tenho clareza de quais são os critérios em que minha performance será avaliada.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Tenho clareza dos processos das outras áreas da entidade.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Tenho clareza dos processos internos da entidade que impactam o meu trabalho.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Tenho clareza de quais são os objetivos estratégicos da entidade.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,A priorização de atividades é bem alinhada entre áreas.,Concordo parcialmente
3,c6bb6df0d4f7345e7a13,Complete,Sinto que minha área não é respeitada pelas demais áreas da entidade.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Sinto que as áreas competem entre si. ,Discordo parcialmente
3,c6bb6df0d4f7345e7a13,Complete,Há muita competitividade entre meus colegas de trabalho.,Discordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Eu tenho oportunidade de construir amizades em meu trabalho.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Meus colegas de trabalho se preocupam comigo.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Meus colegas e eu respeitamos uns aos outros.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Meus colegas me ajudam no meu trabalho.,Concordo parcialmente
3,c6bb6df0d4f7345e7a13,Complete,Sinto que meus colegas menosprezam minhas opiniões.,Discordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Sinto que minhas opiniões são ouvidas.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,As pessoas se sentem confortáveis para discutir sobre problemas do trabalho.,Concordo parcialmente
3,c6bb6df0d4f7345e7a13,Complete,Me sinto confiante em ser eu mesmo(a) no trabalho.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,As pessoas se sentem à vontade para expressar opiniões no trabalho.,Concordo parcialmente
3,c6bb6df0d4f7345e7a13,Complete,"Quando uma pessoa comete um erro, ele muitas vezes é usado contra ela.",Discordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,A entidade se importa com meu bem-estar.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Estou satisfeito(a) com os benefícios oferecidos pela entidade.,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Sinto que minha equipe tem o número de pessoas necessário para executar as atividades.,Concordo parcialmente
3,c6bb6df0d4f7345e7a13,Complete,A entidade fornece momentos de confraternização e conexão entre os funcionários(as).,Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,"Tenho confiança que em casos de denúncias (assédio moral, assédio sexual e questões éticas) a entidade irá atuar de maneira adequada.",Concordo parcialmente
3,c6bb6df0d4f7345e7a13,Complete,"Recebo as ferramentas (internet, equipamentos, programas) necessárias para executar meu trabalho.",Concordo totalmente
3,c6bb6df0d4f7345e7a13,Complete,Estou satisfeito(a) com as oportunidades de desenvolvimento oferecidas pela entidade.,Concordo parcialmente
3,c6bb6df0d4f7345e7a13,Complete,Estou satisfeito(a) com as oportunidades de progressão de carreira oferecidas pela entidade.,Concordo parcialmente
3,c6bb6df0d4f7345e7a13,Complete,"Você sinalizou não receber as ferramentas necessárias para executar o seu trabalho. Selecione até três motivos, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",[Sem resposta fornecida]
